Name,Weight (lbs),Sex,Claw Length (inches),Tail Length (inches),Fur Color,Eye Size (inches),Injury,Teeth Length (inches),Height (inches),Length (inches),Number of Siblings,Age,Wood Chucked (lbs)
LUPINE,10.610249716283304,male,1.1942841416572763,7.247046284142791,grey spots,0.2521256744601465,no,3.4889147027884344,6.488252691971718,25.232686617939905,8,2.0,3892.780388925445
KOLYA,5.436857023187096,female,3.8104163009467533,3.362664810760274,dark brown,0.12489316557183376,no,2.1042421121786137,4.712854023216229,9.45038228158098,10,8.0,37.142325240933936
TIMBER,10.992042149771928,male,1.5228669356373157,5.098887477165958,albino,0.30104510896804654,no,7.014263328151699,6.2631396433270785,23.43076224490053,6,2.0,3735.2290875412264
,12.259738444345269,male,1.0808925129361784,4.742449912436029,light brown,0.1982341011316251,no,7.617570430608,6.6222832740411715,20.418751519998125,6,2.0,3157.8158273894655
SEDONA PIP,10.0498227430581,male,1.6188299498532857,5.392008223864182,red,0.2722020794629195,no,5.932152378456131,11.339260278239212,19.53990809341652,1,2.0,2859.6444802270835
SCRAPS,7.098919198583022,male,1.7995357943317265,4.004767544423807,light brown,0.11493929373609373,no,3.8567259752091574,6.3102144408148355,12.171370985216324,3,1.0,1112.8810646292923
NICHOLAS,6.945561571849349,female,2.6045560001138717,4.615004307310954,red,0.10415627859529132,no,3.0748052177102823,4.4474692223275465,13.963373843766318,8,6.0,240.49434918567928
CHEIF,5.9988773821821395,female,3.892613388190606,3.8959821086671176,albino,0.14725724481020058,no,3.0646803026784473,3.704986753917761,9.732861178619942,4,1.0,645.1231731752449
KC TILLISON,5.755187937640697,female,3.8590273849163053,4.988112997524155,light brown,0.13323305236435903,no,3.5995628536585356,3.317921662963001,9.075581479228282,5,4.0,305.5590485502769
BLITZEN,12.315915283660917,male,2.347135332240358,7.000459528247811,red,0.21804305494694837,no,8.248058577231626,9.834373781720341,17.980490648929475,2,3.0,2455.9547566970873
CUTIE PIE,9.442775689130293,male,1.4991215864506633,7.6320529879331565,brown spots,0.2763278613613903,no,4.426433146566994,7.602367840201897,17.0972118295548,4,4.0,1429.2456451647356
NIKISKI,11.155313458619387,male,1.9373021882320831,6.968577289060387,grey,0.3048019290603092,no,7.16959599098992,7.480513303116556,16.15410539031,2,22.0,8.107062609721664
SCHATZY,7.85772935882413,male,1.9661914307522386,4.856016380156252,dark brown,0.20021727823729768,yes,2.291463179051422,6.239109894870308,9.504929522615548,3,13.0,6.108888349611327
KEYARA,3.5509570507564674,male,1.9548113957028537,2.458163489598322,grey,0.09908360395735466,no,1.0554623889077057,2.530138744151546,5.653512073129911,3,2.0,107.31436184193865
BOSSY,14.884293849978492,male,2.059697942523044,9.189907771331796,grey,0.29530168635270426,no,8.445793210071686,11.349092399796406,17.68574627089015,5,3.0,2189.7134626579646
LULU,7.478864804590659,male,2.275846037621332,5.246803956297412,light brown,0.16514236077086714,no,3.7938758039994793,3.9004504335112347,12.629367868350922,6,12.0,21.45209249321315
LENNY,7.473752554202568,female,3.9474376794861232,6.566256042772994,albino,0.207120921437091,no,2.729228667925229,6.00019373393965,11.350253606526156,0,5.0,351.2558144404727
TOD,6.493467003427337,female,2.586232542675555,4.262975829989513,red,0.1387496717834179,no,3.5813209241088177,4.864191861099117,8.177689469726065,7,1.0,618.453910352883
YZMA,11.035183307302336,male,1.834416144032156,9.465765061089627,albino,0.2662851848379086,no,5.991678203242447,5.47253521306704,21.219415283641165,1,5.0,1537.2695739533744
GINGIN,9.680774864391761,male,2.528694630887877,6.1782467766443325,grey spots,0.22586934750721055,no,4.316904479842566,7.3311640796518,14.278469266287711,5,4.0,1154.146600463488
C.B.,7.029871786162381,female,3.1693293526197417,4.291028158643621,light brown,0.20157885014566393,no,2.56219298062839,5.254645942747313,10.25306437218172,5,1.0,860.4888355597924
RIDLEY,9.74749916905167,female,4.070391926121973,6.894434545605086,dark brown,0.25596111551404843,no,1.367623667517486,6.2034438710919915,17.77662640249675,8,2.0,2222.6578727503556
SLINKY,5.945515976375547,male,1.9045801121585764,4.365848276281608,albino,0.1426794020640922,no,3.0323153073825377,5.117798829590428,13.008323250228546,11,2.0,836.7664510512246
VITO,12.925708977920243,male,1.5459660045425025,7.019846020774326,grey,0.2582892728695244,yes,8.694311214005824,5.5870842181702,25.224134753335765,1,4.0,1558.797432597269
ENEW,6.910649355443873,female,3.8347273150796517,6.0445587427585705,grey,0.1682444520728589,yes,3.6675174733661673,4.978664690969366,10.41544779565351,2,2.0,428.1800987834649
ERIS,12.15635897361464,male,2.0980957602001666,7.333591503679985,black,0.3161495938655383,no,4.766767389444184,7.155128452194549,20.452568946197683,0,2.0,3021.227680891877
TINKA,11.439475489353908,male,1.7969394782133477,7.117221529555276,dark brown,0.22844860500843872,no,3.631787016901709,7.36641788096386,17.496577326141395,9,12.0,65.90325811224055
ROBIN HOOD,10.50795579227871,male,1.7779949716607268,6.6030487935725946,red,0.2708092622599094,no,6.886198249239206,6.959733889983281,20.586161876711643,7,6.0,872.6380128114658
KANUTI,14.481710268596395,male,2.130549766874438,7.975284967326349,brown spots,0.3029514089944286,no,5.886332734898405,9.632404756649063,20.7949446291625,5,3.0,2629.4056725618607
CISCO,10.788660394414423,male,1.6474199038861452,5.787094144163837,light brown,0.23489991319606782,no,3.215995848834795,7.566096834375694,14.985469326107708,6,1.0,2015.307667981813
BUCKAROO,7.055239082451496,female,3.9892874913495695,3.4285830749613337,black,0.12238365489387992,no,3.970151747045001,5.226120026917738,12.46159829903455,2,2.0,1077.1375981980184
MISKA,10.68107535462271,male,0.9767294764064886,10.521741322282285,light brown,0.37333577251889755,no,5.274895877317635,11.598850591209466,16.005631524010248,5,7.0,389.61761306273297
DUCT TAPE,10.13782520086842,male,1.817495625219947,5.990156695548323,albino,0.16652727519948812,no,3.0950061215265237,7.8450947261431745,13.858830622413542,7,2.0,1707.3920850028542
POPPY JO,5.716850030117758,female,3.2297185446233376,3.66512428650284,red,0.14610856889671148,no,3.0321999596665976,2.7256581698018008,5.871386888345909,8,10.0,14.261759453554433
MADI,7.779000540804023,female,3.792053164371266,3.264421652022704,albino,0.21578454362646116,no,6.386337384095767,5.983304428620152,9.99134493379231,3,10.0,41.64664420533177
LILY,18.908188540213512,male,1.1828300546457466,12.542755523344734,grey,0.37056428175414924,no,7.222717014329236,20.96380048713608,43.37980079448778,4,1.0,5600.111584820639
BOSS,11.60672895145521,male,2.6776497987148784,8.766569393639667,grey spots,0.2259582633186803,no,7.835575768881832,9.585473561620615,6.8820913788571705,6,6.0,329.2130817492789
OLE,6.252716088920449,female,4.286857728444187,3.8327632716842985,grey,0.16888998232211658,,2.0388255601970906,5.183760693993842,10.668047391026159,4,3.0,578.5289454442561
LEILA,7.225703198227331,female,4.157731217360362,5.1110452202716585,albino,0.18893463637738045,no,3.708548439164112,6.413070072719541,11.984560578648638,4,5.0,367.61350859914126
TELLY,11.061207012673735,female,4.595523457972058,6.534691245553197,black,0.30355478575294287,no,3.1218504673359027,4.981106164281496,15.923963098188857,10,1.0,2164.335048994839
PATCHES,3.558743831045766,male,1.585400535878487,2.893659292533895,grey,0.07406621534929726,no,1.3558676187231815,2.5871114910634403,8.14911553472592,9,3.0,136.1903728671001
TOO TOO,7.834641150824333,male,1.4148706344765247,4.478835153258316,red,0.11891481604051428,no,2.660177541258218,3.811547772036693,11.424017692474642,5,2.0,1058.8162379203286
SARGENT,8.638068007038752,,3.8019100663552416,6.292011757024061,albino,0.24211894741917314,no,4.621581234730354,3.877084517017222,14.957204531816705,9,6.0,407.84304823536894
BRUCE,7.7730662623386975,male,1.9541642868972697,5.496443043704774,albino,0.17429450181799475,no,3.665702316095505,5.379162487648844,12.792313965444494,3,3.0,1070.0745724856044
ROONEY,9.482791303078049,male,1.1590961132337816,6.349226307958958,albino,0.20991563175670763,no,4.562894069357659,5.365701776524867,15.526245311969273,10,22.0,4.63773174434592
DAGNY,8.540818253050094,female,4.352589562153908,3.731154719195463,grey,0.1546894416405182,no,4.082517921812009,5.837487290969812,11.31157360179434,6,11.0,37.38401309653226
DOUG,10.58889296207057,male,2.386833079547057,7.636939747050614,brown spots,0.21944376038692187,no,5.850588243867062,7.589493026317312,19.885827920776247,6,6.0,815.1339888686034
HOPE,11.56552806568406,male,1.7570738960029926,5.050594636535141,brown spots,0.3485056937220086,no,5.371985630852854,9.55930448242776,21.51680546039695,9,1.0,3418.3947648648377
MAPLE,4.163640328180433,female,4.379106095138014,2.3950678413241393,black,0.13058707453516064,no,2.3181479080257135,3.662770220983153,5.707041042814362,8,3.0,139.839972677046
SUE,12.911890954057267,male,2.819952204696962,9.65824465522485,dark brown,0.4167408495598222,no,6.22144093719347,6.888053344544951,15.371586844502179,6,6.0,790.1725923231854
UMA,11.927034593068111,male,1.1641178225033117,4.489650462677353,black,0.2027397700802099,no,5.572510842455789,8.839427831673696,22.432257008816972,3,3.0,3116.9810913740966
TURKISH,7.006230450825264,female,3.7997352330451886,4.957756845495781,albino,0.10033380284773724,no,3.130140988510517,4.901574028842345,11.64772812918233,6,2.0,936.7942450048082
DOUGAL,7.212617330746226,female,3.7407467054131573,5.067879076630178,red,0.15391385724026796,no,4.3012177760949095,3.888038659411806,13.880936387971618,5,11.0,34.60990672637726
CHRIS CRINGLE,8.01206723586383,male,1.830064255796574,4.931704702790318,red,0.20464426337644265,no,2.2427995134693144,5.566442585555844,12.727526883667672,7,3.0,1060.7487869909608
BRANDEE,7.17717758395669,female,2.7976316629150317,2.987605077285939,grey,0.16019480468181757,no,2.8101413976679184,6.57068806189056,9.287608082321016,5,13.0,12.702996928640639
TROY,9.217642229492284,female,4.10467576274203,4.901387915801274,dark brown,0.1896149935105487,yes,2.7196656770435954,5.784800792388975,15.456475632754527,8,6.0,227.62072628461408
DERBY,10.710458499430345,female,2.2786208941811634,6.73894251718822,grey spots,0.207435773541247,no,5.741449262184084,8.357936550917248,20.567810225282557,0,6.0,878.2961892390473
MINION,4.904468084307052,female,4.131925249845122,4.095175146359249,grey spots,0.13271139159506087,no,2.2686434042690995,2.821734510554264,9.76069215770269,5,23.0,7.932452550770809
LITTLE BEAR,4.8538395062189155,female,3.9621750956432824,2.896486225633979,albino,0.1295714714948632,no,1.9710516382431056,3.241080127478452,9.490172075662706,4,10.0,17.24316067967745
SAMMI JO,7.7826493277869195,male,1.2458718345051962,3.2842747891175974,dark brown,0.14567647015716811,no,1.7090518387030968,5.064645809138218,13.903613510392947,4,7.0,164.62021217884936
KING,12.616439336822493,female,3.9994048022084843,9.160574673870515,grey spots,0.22524558549444226,yes,6.557391540090127,8.189485748611828,20.97394029663565,10,1.0,1624.948514838142
JJIN,10.58621989187373,male,2.4879410327072455,7.167654826499019,grey,0.21548130196237647,no,6.600811019154587,5.952403085570569,18.78803796083339,5,1.0,2839.46633100935
LARA,8.425321707246722,male,2.4393420488344746,7.020733437848418,grey,0.20022786544318855,no,1.7533105125685136,3.928245320651461,11.874059317430724,9,5.0,443.96479205724427
DYLLON,7.729991082290102,female,3.361233020688118,4.787584723641705,albino,0.24130557228199886,no,2.900227699450118,6.412356243971335,11.545197985448718,7,14.0,14.72081137765655
MILEY,7.873002751908967,female,3.8519068888388284,4.099482541656217,grey spots,0.18322087900110975,no,4.5763040517706095,4.8527413138250175,11.7488312694119,1,6.0,256.4626218745323
KOKOMO,11.583847164070715,male,2.455795661168914,3.974072821411373,red,0.22422021469129277,no,0.9840074292621587,7.045004044032233,15.38055281157575,10,4.0,1326.591890211523
MIZUKI,6.805627884820084,female,3.198013255085188,3.5037163807531417,grey spots,0.12088061387595607,no,4.243262428246993,4.5800513619964605,11.287575793958132,8,13.0,15.660773304421962
GOKU,12.18487896658692,male,1.1247029891327451,6.160837185067619,albino,0.2942387535241699,no,7.615991957614681,7.28456028855852,14.646518275112042,4,1.0,2132.687455367146
GLIZZY,7.218089003399257,female,3.779325957710145,6.6101334946110955,light brown,0.13846072090173595,no,2.8881949507635882,6.472117952999355,10.589285093985657,3,4.0,507.0939985804118
HALLE,8.757141581797832,male,1.7402607713703622,5.865089671248447,red,0.22281396251112065,no,5.306859854502772,6.317701021010295,16.767742604086983,7,2.0,2108.508802084459
WALTER,10.059724078953721,male,2.4773472504087017,6.983329515612239,light brown,0.2758867227494392,no,4.443685747971819,8.362097111263278,14.889413678817743,6,2.0,1945.8586698941072
TANGO,3.654352731258695,female,3.6243272021522523,2.790428995373514,grey,0.11775692670318408,no,0.5711172420504195,2.662151936024044,5.965020793372342,5,2.0,119.6311872471796
KEIKO,12.573988665552339,male,2.324306621518152,6.794078177140597,albino,0.30852839488043404,no,4.289889315187123,10.35179883234158,24.793569517997202,0,10.0,252.3818023740502
HENRY,9.583473622300152,female,4.110079880485215,3.299450293539722,grey,0.24457975031095772,no,2.004755897228865,6.819615224670443,12.967387321421668,11,2.0,1479.359539266882
WRANGLER,9.609863353907631,female,3.913175595792964,7.584771904455503,red,0.2566964994058404,no,4.238692626589674,5.732584202080375,10.685850750714494,0,1.0,1332.3200842137105
SEELEY,10.611878520769393,male,1.4915879279078181,7.608960603430775,grey spots,0.20399279474789336,no,2.2855438073455767,9.33175767308756,15.899035959477317,11,8.0,219.98275196487901
TILT,5.866255508324209,female,3.9560960302353463,3.900489075358487,light brown,0.1492351646098039,no,2.1274069549994308,4.26061421693016,13.025556535467706,3,1.0,866.5134257787453
MADDI,5.624686892116976,female,3.742606814910634,2.9472289670447402,brown spots,3.356887558191809,no,3.2797555331838386,3.301380836574127,7.6531855513677005,5,2.0,421.26024558842545
JIPUTA,2.906020829770643,female,3.3071142379028915,1.8964345947314594,light brown,0.07646522334097504,no,1.183621308693837,2.228632285104964,4.4463017512151275,1,2.0,62.2157773593962
LEE HONG,10.408944874943328,male,2.2050395660594466,9.96868948115081,light brown,0.1651778501369056,no,1.90589440429352,8.588871247672158,22.50829210046807,2,10.0,152.17683710175854
ARNOLD,7.571495459084708,male,1.6032961593629127,3.3388719005576255,black,0.17398008149374694,yes,4.448624742436103,5.814324269491208,9.375172206686678,0,7.0,54.369918433595714
GATSBY ALEXANDER,9.154626585355729,male,2.0036983984664283,6.835908838151744,red,0.1808422290082174,no,3.5067704431510314,6.202363649361053,21.05209005296944,6,12.0,55.10847374535661
SPRING,10.364314081812513,female,4.271588915395017,6.207104446590298,grey spots,0.3042323274719415,no,4.15226859005968,5.090674589813901,11.08295092955896,2,2.0,1378.258267872271
MERCY,7.5984254582658695,female,2.4434537648661068,5.783964933602771,dark brown,0.16991572871298896,no,4.014819302285315,3.860279664809895,11.61304780654186,2,1.0,1168.8978751759848
ADORA,13.471118181255198,male,1.7094186631438404,10.857089810978806,red,0.3164659573633957,no,7.474040232223602,9.555232860257872,15.68990856008351,3,8.0,366.8513531532348
ASKOLE,4.890625042235623,male,1.6306115422544991,2.6433739105743714,grey spots,0.09311324804123759,no,2.5928317856701275,2.725222986729344,8.810029234600883,4,1.0,390.4174858735125
GOBLIN,10.53241589633833,male,2.0045160146635723,8.342065703284879,red,0.2557875752252481,no,5.711679357002772,4.782730529326416,25.726875142256194,2,1.0,4379.975225301332
CLOVER,12.315336180985078,male,1.8295406165437076,10.4685807664583,dark brown,0.3049696453507821,no,3.9485175298927544,8.326554590084234,21.85782390230392,3,8.0,464.0922079841332
CHICA,16.728511123556313,male,1.5802163481145788,8.307079532305357,grey spots,0.4454309652507476,no,8.599890690538432,13.181545950436584,22.9881831505368,8,2.0,2797.1036817520917
SPRITZEN,8.60085632408408,female,2.7748893843104474,4.765949802473334,red,0.221768711250122,no,4.380017003306701,5.3592724248947725,12.103574696411068,6,1.0,1422.2652223534747
TENNESSEE,10.112418725357884,male,2.341359494985972,7.975660832103447,red,0.19030011092915824,yes,4.963561299519117,7.189441979267922,17.25015453132093,10,11.0,37.80335703026993
CEZAR,8.2641566481689,male,1.8462499034077537,5.801203999271022,grey,0.1655283613989827,no,1.2085876813611942,4.8585242218616385,15.686002222481806,0,2.0,1656.883181972786
MUSEY,10.406516718679715,female,4.1557873260306275,5.749089184130317,dark brown,0.2660109276203683,no,7.57128716907809,6.177001365186249,16.185091520812755,2,1.0,2459.420352415533
MACE WINDU,12.444909230518917,male,1.2373222247128304,8.401857204820178,light brown,0.24142466684877933,no,6.460847614963275,6.693359546556785,15.835769302120651,8,7.0,499.9167241993978
ZAZEE,9.429812363373712,male,2.5178236952829827,4.331413303508428,albino,0.28804573275991363,no,5.615093174111587,158.334598328566,14.338680004700379,4,1.0,1922.2305355363603
PSYCH,12.864516314316738,male,1.7321589118657947,10.009464190404865,light brown,0.24287116263706973,no,9.713471219163084,8.205209091309024,17.567687806591234,8,31.0,4.191637007515699
CHICK,7.314000477623093,female,3.9157577571735644,5.171999661305313,light brown,0.1090755164660558,yes,2.7858924718205547,3.97390728740996,9.784750514250819,8,1.0,435.0174433563905
KOVIC,11.358212078665073,male,3.2547434715496917,5.8793591706516,grey,0.267897810133554,no,5.503957795241566,155.5667783646572,18.85838424217346,7,1.0,2870.958619797526
CHARLIE BROWN,2791.116069296537,male,2.2432248671213237,3.7053754919548325,black,0.15862534011627988,no,4.422185853476081,4.771950323274535,9.406060758590112,6,4.0,357.3450116889541
LADDY,5.847967202447714,female,3.4341533726329216,3.776433449630928,light brown,0.1839848804667133,no,1.6631661814898286,4.134054801895189,8.384437433461752,6,8.0,35.845580195911076
JOLENE,8.223659947536584,male,2.551415923126745,6.0547794731204165,grey,0.24374074265697052,no,3.9105053428912186,7.15639074506581,14.564879465962244,3,1.0,1693.3316598608208
ARYA,6.937134194752412,female,3.629168371669243,5.120057696146527,black,0.1265087557408256,no,4.758365971374537,5.27652678392526,9.281840520049846,10,19.0,8.387910105892736
LOKI,13.411648583379064,male,1.6330084717904343,9.117275499220774,brown spots,0.38185706834834987,yes,6.967804690340014,9.369237475665619,18.398316921260147,5,3.0,1219.4416784275254
SPARTICUS,11.510209139616288,male,1.5781955056216637,7.11005398862877,light brown,0.28105732333144123,no,4.854694715665068,8.138256702145275,17.058676423103122,6,1.0,2500.374291814312
JOJO,8.83818931961099,female,3.5815122034902687,4.6395289400224815,grey spots,0.22484188780992181,no,5.408325333907048,8.030538349913842,14.086988586635206,6,1.0,1834.818916929564
LAYLEE,5.389184347332876,female,4.618870400993678,3.059476083812978,grey spots,0.09542198291741874,no,2.8824599031673293,4.084783986135056,6.830494024530569,8,12.0,13.114630418691442
BOWMORE,7.882598157296108,male,2.0575976272513654,4.621286909742565,dark brown,0.19583946302868804,yes,4.81323601891341,6.052013981868247,15.200775374176228,8,4.0,481.79907114481995
MISHA,13.726986190015,male,2.0828919691686156,11.291201693012477,brown spots,0.28038904260880215,no,6.6316611532161085,7.4445708678620015,24.112298706570595,5,1.0,3715.277717621542
CRUZ,8.0366786382621,male,1.420565802532811,6.813147902092112,brown spots,0.1739496799046292,no,1.8946863986302582,6.692261678503675,11.45454567734824,6,8.0,82.98926336866231
GNASH,7.991913732178622,female,2.9956003933155153,5.364684564317415,dark brown,0.2035186838443848,no,3.1926363860445592,9.964321470009553,14.612738725199888,9,3.0,1256.1199363203866
PUK PUY,4.571209318178969,female,4.13590164083123,1.8402750945293664,dark brown,0.09918849847752545,yes,1.514904017246612,2.970159356756212,7.968637292138256,8,3.0,113.42151989889003
HARRY POTTER,10.115160425528641,female,3.464276459142719,7.486332217507313,grey spots,0.2832167548404318,no,2.8711049860953755,7.962005385459258,15.913274303751546,6,6.0,538.1841693517688
BAKER,7.812486973614531,female,4.523384851736761,5.795774441565216,light brown,0.14983700745169096,no,1.9521327688625876,6.509066383053619,17.321298660898105,4,4.0,1059.5032181083066
KILTER,3.58361855832448,female,4.196180834740546,1.894170172874791,dark brown,0.07606007101006337,no,1.7356840546598642,1.3147871050080073,7.3986032755244375,3,1.0,180.254295912182
CELLO,8.849948807709655,male,2.2674174917864467,4.654139129283303,grey spots,0.215416008878654,no,4.581226575647962,5.81231193751233,9.80016996625183,2,11.0,30.826218550636202
TIKI,10.102329556660614,female,3.9612203216814836,5.685966576485164,albino,0.15193536214790654,no,2.534432693304121,7.039642556104805,14.12931583547137,4,1.0,1797.2877334705495
CHAKA,5.737975970932646,male,2.295418734529359,4.494063014351808,albino,0.13990301468587277,no,2.0153503863961193,4.210607833303247,8.40538584489824,0,8.0,32.1360371000514
KANO,11.0870587225311,male,1.8579135101213977,6.060925763666644,black,0.18695236030547893,no,5.754647456291344,7.793348976387136,18.200121243136905,8,13.0,51.27194496801406
LOLLY,9.213728028744526,female,4.39372873458604,6.39838915463451,brown spots,0.2450449243214498,no,2.955689664817833,5.039602292874111,15.286686360486685,6,9.0,116.06723363985867
PEDRO,5.139266116086914,female,2.7081431349012663,3.064980783839822,albino,0.06531178874676741,no,2.870260122613,3.9744429762390996,6.611326901649854,7,5.0,96.97664590440638
DARCIE,11.911179222602897,male,2.0993115341229998,7.554591744768764,light brown,0.3250119567403736,no,7.296917491382639,5.049304500973504,20.23774102372786,4,1.0,3188.048799052754
CHAGA,15.399577180456799,male,0.7246279241993306,11.425149376402365,black,0.4681542769727139,no,7.490223794385612,13.174461465516842,20.803039643272278,3,2.0,2703.381975492852
LAYLA,9.704660801652631,male,0.9254704576707992,5.699067614980162,dark brown,0.2302770201151272,no,4.114215452175345,5.223146519723052,20.05757117275737,3,2.0,2846.186910619039
AJAX,9.682274899605249,male,2.1415493468491,6.32978410621187,brown spots,0.22261595667068282,no,7.909365874071589,7.7461011688425705,15.2700116531332,10,2.0,2200.3245228221735
NESSIE,9.791498903155878,female,4.891053484518044,4.712118213822402,black,0.3331691163186981,no,4.609748938306494,8.322240873922572,14.658414142307743,7,7.0,299.9929397166857
POPPY,8.609001872606687,female,3.9216883021711704,7.653795180024524,albino,0.26507614073985647,no,2.334391347938383,4.770597322120416,17.621689077798607,5,3.0,1784.595217423582
MICKY,9.173513078353047,male,2.5107802835617785,8.28673985027009,grey spots,0.17818552458006706,no,6.637213835319021,6.543788674658577,15.48895535031997,6,4.0,1303.3008117483491
MARIE,6.995564118190144,female,3.8303342468302652,4.315967043137177,grey spots,0.12398019993750255,yes,2.3614923780742294,4.550407644271568,12.182489105863766,6,10.0,18.135765984470908
JOSIE,4.6366449388016004,female,4.108360154997982,3.0182720452735214,brown spots,0.08912273104358981,no,2.954777911898261,3.082371031871008,8.852688647217594,1,3.0,284.19333987299353
SUZI,7.539350973407305,female,4.33769600450439,4.652540880545819,dark brown,0.15469166473372442,no,4.333178033509716,3.965509117793371,9.038551502550897,6,4.0,483.10621640607553
KEVIN,8.33877986722852,female,3.4649655956799688,5.3797362541455165,brown spots,0.21865026922223654,yes,5.210343185728489,4.894703382548685,12.252829499032504,2,3.0,585.3179978024828
TUCKER,12.41835847266357,male,2.247676595667678,7.881284252708249,grey,0.3194944819142811,no,6.290769937739924,9.509127336182033,22.821606448571334,9,2.0,3516.1041312785323
ATREYU,6.1854974775155185,male,0.9079532603726079,4.162974471491571,albino,0.13766747612417732,no,1.7210133302548982,4.379187565456345,6.465560654533418,10,2.0,361.68711700410506
BRUTUS,3.455942096909687,female,3.5148439055032417,1.8932965633836436,black,0.09282971099437125,no,1.472523374963521,1.211573409762888,4.190279996303691,1,6.0,20.757656819212762
JUSTY,5.815870845454171,male,0.6821189759405999,5.106435960964101,grey spots,0.1242376627193325,no,1.7162769019946305,5.044086413603402,12.345611948640416,6,3.0,582.8090500078819
BODIE,9.602273304163022,male,1.4854146309911858,4.909404640243302,dark brown,0.21899101327073137,no,3.5119060012655248,6.663657615862796,22.985188757305497,7,2.0,3344.187202355691
AY JAY,6.786078080374705,male,2.136881265275386,4.259052533892206,grey,0.17451004645428098,no,2.8148976195704063,5.497541831595505,6.81329166649378,6,28.0,3.2191016483416073
STITCH,9.432312855952706,female,4.627394791144805,5.656656566588345,grey spots,0.16577957248282063,yes,6.139551306471482,7.462752155297921,16.910890223168956,0,4.0,733.3049069019474
PATCH,11.307377670571858,male,2.4643603608140143,7.049875803709667,black,0.2832168552355182,no,5.576329398674209,9.371270996874086,21.362179897526467,8,12.0,88.4018199789999
DOOLEY,9.061641522762143,female,4.479923780318746,3.9971006965184657,grey spots,0.18431834765318011,no,2.2499828928199137,7.853829391086943,11.564699018538496,3,2.0,1206.4168395307568
WONDER,7.515364766172183,male,2.465127763999794,4.963343940993933,grey,0.17821622443598167,no,1.9728014492990105,3.702905843905829,12.227933575828452,11,1.0,1120.3928473945214
CASSI,14.884141798670173,male,2.1840866149529483,10.406959671951716,dark brown,0.34830925582993866,no,5.1908142892164255,15.482929721845862,16.740469729035784,5,15.0,47.45513831301452
KAI,8.875436129997109,male,1.4943223627968152,5.754699881064106,grey,0.25131395559134284,no,3.5141580785095075,7.684140553092237,15.402978383899786,2,18.0,8.27412502573095
SHANNON,15.278240577979945,male,2.713400747010446,7.330437357927737,dark brown,0.4128382606817519,no,8.00556328612311,10.410162764656514,22.25492444101051,3,2.0,2967.1319023896513
BETTY BOOP,13.969090843508077,male,1.3481810380743071,8.933669503806994,dark brown,0.3832632980800379,no,7.521173709831053,10.914473385239571,17.502676886095912,4,8.0,450.6863722116947
COUGAR,11.180539040232352,male,2.160329285552447,8.250758952979451,albino,0.32328543245877156,no,3.539990287855095,8.503100522040343,22.376093467064553,6,1.0,3459.6803728210693
NEEKO,8.405155871378794,male,2.063156265987044,6.2184265179829685,black,0.24117846682043262,yes,4.205886916200679,5.406577407870017,17.859277979951443,4,1.0,1123.1071572508024
FINNIGAN,10.211918519643575,female,4.16092385276055,4.3706390586023955,grey spots,0.21721569918024852,no,5.970309372481273,6.602672277739407,13.46809110480739,4,6.0,487.5325546154309
PENNY,6.074502844217352,female,4.191561924330603,2.488914085682163,light brown,0.12616569537950176,no,2.7218451242032065,5.130145936606952,10.510739598876112,5,1.0,709.6715160898473
SKIP,9.713692437647664,male,1.1928839029392915,6.71766730414505,red,0.26951398275768845,no,4.934189743371647,7.171214022310097,18.3457189314795,2,1.0,2674.423784930348
DEMON,13.00743071342363,male,2.2425050001090123,8.253841576077141,red,0.29858710458602095,no,7.242392596660043,8.612324536340465,18.284698893288834,6,1.0,2716.9477726606765
PEYSA,5.189219798496428,male,1.7825113149992526,3.252672328426562,light brown,0.12164198412732193,no,1.9972067636694264,4.344524508904334,10.830819826510796,5,4.0,277.03426054721467
BABY BLUE,7.518063412697932,male,1.4489113350022202,4.332587504324721,red,0.17929610283169609,yes,3.219526879103753,7.143747207411827,16.74292585034972,6,2.0,847.6618273229592
HOWIE,10.759167401032185,male,0.5889772449721629,6.941051880943958,dark brown,0.3470617568076613,no,2.706457406651294,4.470791759869036,14.141573286735127,6,12.0,43.090954378454704
SANZ,7.00549809286124,female,3.7185895272709653,3.8877030317615064,grey spots,0.14763519392163954,no,3.7922374037311664,5.734852964882577,13.982043090223188,2,5.0,428.1301359166405
LINDA,9.715276899476287,female,4.630497973171059,4.789668417762538,red,0.2530720959376715,no,6.56071054234995,7.4280067996628665,19.2302570964604,6,1.0,2940.1116165122808
SLUICE,7.860550698723671,female,3.5013419897316305,5.519632567633836,grey,0.2514930396837969,no,2.6177570405313957,5.319067232802653,12.733467736720684,7,2.0,1244.462458282051
ZEPHYR,5.0549554530054355,female,4.136968124531632,4.268267273633126,grey,0.1280563451287329,no,2.875424373687415,4.109690888320654,10.520432105847235,3,11.0,16.749752127169334
MAGNUM,4.807367474505646,female,3.9841005032611227,3.9940222340009073,grey,0.12780968089144398,no,1.7544588659763631,2.4438002468593436,7.672135544137493,3,10.0,15.174931541037102
BLING,10.142763133162074,male,1.5628933620839953,7.876520671808554,black,0.18781025825530154,no,2.7476422496223014,10.713572810764145,17.726406882138825,4,5.0,1000.7915828897569
TANKY,12.165863979327117,male,1.6525662000057764,7.608571279740204,grey,0.29528528595729353,no,6.27262534096218,10.091857670913432,22.409981865714826,11,3.0,3241.3386621262107
